addressId,houseNo,street,areaId,pincode
AD02097,34-10,Street_50,A097,522002
AD02098,173-12,Street_61,A098,520002
AD02099,160-7,Street_37,A099,520001
AD02100,171-16,Street_17,A100,520002
AD02101,52-6,Street_78,A001,522002
AD02102,26-14,Street_64,A002,522001
AD02103,61-7,Street_72,A003,520001
AD02104,5-12,Street_34,A004,522001
AD02105,174-6,Street_23,A005,520001
AD02106,17-11,Street_56,A006,520001
AD02107,159-8,Street_16,A007,520002
AD02108,125-9,Street_44,A008,522001
AD02109,197-2,Street_72,A009,522001
AD02110,39-17,Street_78,A010,520001
AD02111,181-2,Street_57,A011,522002
AD02112,194-4,Street_14,A012,520001
AD02113,144-2,Street_65,A013,520001
AD02114,43-4,Street_27,A014,522001
AD02115,41-10,Street_57,A015,522002
AD02116,188-4,Street_20,A016,522001
AD02117,86-5,Street_16,A017,520002
AD02118,113-14,Street_1,A018,520002
AD02119,122-11,Street_37,A019,520002
AD02120,22-9,Street_48,A020,522002
AD02121,93-8,Street_20,A021,522002
AD02122,59-5,Street_55,A022,522002
AD02123,105-15,Street_67,A023,522001
AD02124,8-15,Street_19,A024,520001
AD02125,184-17,Street_9,A025,520001
AD02126,87-11,Street_52,A026,520002
AD02127,112-2,Street_51,A027,520001
AD02128,170-5,Street_74,A028,520001
AD02129,162-17,Street_38,A029,522002
AD02130,103-18,Street_39,A030,522001
AD02131,89-1,Street_36,A031,520002
AD02132,180-13,Street_58,A032,520002
AD02133,140-20,Street_80,A033,522002
AD02134,179-12,Street_52,A034,520002
AD02135,78-3,Street_5,A035,522001
AD02136,100-5,Street_67,A036,522001
AD02137,55-3,Street_66,A037,522001
AD02138,134-11,Street_21,A038,520001
AD02139,8-18,Street_76,A039,522001
AD02140,62-10,Street_55,A040,520001
AD02141,188-2,Street_48,A041,522001
AD02142,161-17,Street_46,A042,520001
AD02143,13-4,Street_58,A043,522001
AD02144,147-1,Street_59,A044,522001
AD02145,61-19,Street_73,A045,520002
AD02146,90-10,Street_37,A046,520002
AD02147,183-13,Street_67,A047,520002
AD02148,27-11,Street_67,A048,520002
AD02149,200-12,Street_59,A049,520001
AD02150,38-14,Street_53,A050,520001
AD02151,24-2,Street_55,A051,520002
AD02152,122-7,Street_58,A052,520001
AD02153,95-17,Street_52,A053,522002
AD02154,68-19,Street_64,A054,522002
AD02155,113-16,Street_54,A055,520002
AD02156,37-17,Street_17,A056,522002
AD02157,183-15,Street_17,A057,520001
AD02158,178-7,Street_59,A058,522002
AD02159,9-6,Street_72,A059,522001
AD02160,31-20,Street_53,A060,520001
AD02161,31-12,Street_74,A061,522001
AD02162,11-17,Street_20,A062,520001
AD02163,96-10,Street_48,A063,522001
AD02164,76-16,Street_4,A064,520002
AD02165,37-19,Street_54,A065,520001
AD02166,79-10,Street_28,A066,520002
AD02167,190-16,Street_1,A067,520001
AD02168,141-12,Street_9,A068,520001
AD02169,107-16,Street_74,A069,522001
AD02170,145-15,Street_44,A070,522002
AD02171,122-20,Street_17,A071,520002
AD02172,130-15,Street_58,A072,522002
AD02173,39-11,Street_12,A073,522002
AD02174,100-8,Street_51,A074,522001
AD02175,139-2,Street_57,A075,522001
AD02176,166-3,Street_22,A076,520001
AD02177,147-10,Street_72,A077,520001
AD02178,165-18,Street_11,A078,520002
AD02179,159-18,Street_74,A079,520001
AD02180,146-17,Street_25,A080,522002
AD02181,129-1,Street_16,A081,520002
AD02182,5-9,Street_27,A082,520002
AD02183,181-19,Street_57,A083,520001
AD02184,137-20,Street_42,A084,522002
AD02185,151-2,Street_63,A085,520001
AD02186,88-14,Street_24,A086,522002
AD02187,7-17,Street_41,A087,522002
AD02188,66-3,Street_15,A088,520001
AD02189,139-6,Street_37,A089,520002
AD02190,47-9,Street_12,A090,520002
AD02191,79-14,Street_22,A091,520001
AD02192,158-11,Street_24,A092,520001
AD02193,183-2,Street_39,A093,522002
AD02194,26-11,Street_19,A094,522002
AD02195,83-9,Street_49,A095,520001
AD02196,14-7,Street_31,A096,520002
AD02197,127-17,Street_65,A097,522002
AD02198,30-9,Street_8,A098,522001
AD02199,119-18,Street_53,A099,520001
AD02200,124-1,Street_53,A100,520002
AD02201,5-9,Street_71,A001,520001
AD02202,64-18,Street_17,A002,522001
AD02203,146-14,Street_58,A003,520001
AD02204,163-17,Street_27,A004,520002
AD02205,96-18,Street_22,A005,520002
AD02206,138-14,Street_72,A006,522002
AD02207,11-1,Street_60,A007,522001
AD02208,168-6,Street_1,A008,520001
AD02209,124-9,Street_77,A009,522001
AD02210,175-13,Street_45,A010,520002
AD02211,150-17,Street_37,A011,520001
AD02212,42-18,Street_73,A012,520001
AD02213,77-3,Street_51,A013,520001
AD02214,36-18,Street_36,A014,522002
AD02215,54-20,Street_65,A015,522001
AD02216,175-11,Street_34,A016,522002
AD02217,70-8,Street_42,A017,522001
AD02218,54-15,Street_77,A018,522001
AD02219,5-5,Street_1,A019,522002
AD02220,2-1,Street_23,A020,522002
AD02221,143-16,Street_51,A021,520001
AD02222,167-3,Street_69,A022,520001
AD02223,172-15,Street_16,A023,522001
AD02224,97-20,Street_46,A024,522002
AD02225,46-1,Street_16,A025,522002
AD02226,95-7,Street_57,A026,520001
AD02227,57-1,Street_36,A027,522001
AD02228,50-3,Street_79,A028,522001
AD02229,184-8,Street_30,A029,522002
AD02230,93-2,Street_36,A030,522002
AD02231,181-20,Street_27,A031,520001
AD02232,51-13,Street_15,A032,522001
AD02233,146-17,Street_64,A033,520002
AD02234,142-7,Street_73,A034,520002
AD02235,17-19,Street_17,A035,520001
AD02236,33-9,Street_73,A036,520002
AD02237,134-9,Street_25,A037,520001
AD02238,178-18,Street_79,A038,522001
AD02239,175-18,Street_59,A039,520001
AD02240,110-2,Street_42,A040,522002
AD02241,105-9,Street_16,A041,522002
AD02242,127-12,Street_67,A042,520001
AD02243,185-8,Street_7,A043,522001
AD02244,108-18,Street_58,A044,522001
AD02245,2-13,Street_25,A045,522001
AD02246,21-19,Street_4,A046,520002
AD02247,177-14,Street_10,A047,520002
AD02248,51-6,Street_43,A048,522001
AD02249,17-4,Street_4,A049,522002
AD02250,111-1,Street_76,A050,522001
AD02251,65-8,Street_14,A051,522002
AD02252,62-11,Street_7,A052,522001
AD02253,134-8,Street_10,A053,522002
AD02254,196-4,Street_58,A054,520001
AD02255,22-2,Street_5,A055,522002
AD02256,81-3,Street_17,A056,520001
AD02257,114-2,Street_39,A057,522002
AD02258,17-4,Street_8,A058,520001
AD02259,76-13,Street_52,A059,520001
AD02260,159-14,Street_30,A060,520001
AD02261,117-13,Street_60,A061,522002
AD02262,159-20,Street_13,A062,522001
AD02263,167-1,Street_59,A063,522001
AD02264,151-7,Street_14,A064,520001
AD02265,4-20,Street_9,A065,520002
AD02266,147-5,Street_66,A066,522001
AD02267,91-14,Street_62,A067,522002
AD02268,48-8,Street_18,A068,520001
AD02269,16-5,Street_40,A069,522002
AD02270,132-12,Street_40,A070,520002
AD02271,38-16,Street_40,A071,522001
AD02272,75-12,Street_2,A072,520002
AD02273,15-8,Street_65,A073,520001
AD02274,109-12,Street_26,A074,520002
AD02275,164-7,Street_9,A075,522001
AD02276,49-16,Street_60,A076,522001
AD02277,149-19,Street_43,A077,522001
AD02278,108-11,Street_21,A078,520001
AD02279,117-2,Street_64,A079,520002
AD02280,1-8,Street_30,A080,522002
AD02281,160-7,Street_31,A081,522002
AD02282,189-11,Street_49,A082,520002
AD02283,103-6,Street_1,A083,522001
AD02284,3-3,Street_46,A084,520001
AD02285,143-4,Street_19,A085,522001
AD02286,113-7,Street_75,A086,522001
AD02287,12-1,Street_26,A087,520002
AD02288,73-6,Street_29,A088,522001
AD02289,185-6,Street_44,A089,520002
AD02290,46-7,Street_3,A090,520002
AD02291,68-4,Street_3,A091,520002
AD02292,98-4,Street_44,A092,520002
AD02293,79-15,Street_31,A093,522001
AD02294,96-6,Street_68,A094,522002
AD02295,183-3,Street_16,A095,520002
AD02296,34-7,Street_25,A096,522002
AD02297,178-12,Street_41,A097,522002
AD02298,163-8,Street_6,A098,520002
AD02299,138-10,Street_20,A099,522001
AD02300,64-2,Street_36,A100,520002
AD02301,131-19,Street_63,A001,520002
AD02302,187-3,Street_61,A002,520001
AD02303,43-17,Street_50,A003,522001
AD02304,128-17,Street_60,A004,520002
AD02305,83-12,Street_68,A005,522002
AD02306,184-16,Street_61,A006,522001
AD02307,149-13,Street_75,A007,520001
AD02308,54-8,Street_26,A008,522002
AD02309,61-13,Street_28,A009,522001
AD02310,109-13,Street_74,A010,520002
AD02311,96-9,Street_71,A011,520001
AD02312,35-3,Street_38,A012,522002
AD02313,133-12,Street_30,A013,520001
AD02314,120-17,Street_80,A014,522001
AD02315,110-15,Street_60,A015,522002
AD02316,105-12,Street_64,A016,522001
AD02317,70-13,Street_4,A017,520002
AD02318,114-8,Street_34,A018,520001
AD02319,92-3,Street_38,A019,520001
AD02320,71-8,Street_13,A020,520001
AD02321,19-12,Street_5,A021,520002
AD02322,86-7,Street_43,A022,522001
AD02323,78-9,Street_25,A023,520002
AD02324,193-18,Street_34,A024,520001
AD02325,198-10,Street_37,A025,522001
AD02326,104-13,Street_75,A026,520001
AD02327,121-17,Street_20,A027,522002
AD02328,59-8,Street_27,A028,522002
AD02329,60-17,Street_76,A029,522002
AD02330,185-15,Street_44,A030,520001
AD02331,81-7,Street_55,A031,522002
AD02332,54-15,Street_58,A032,520001
AD02333,96-5,Street_74,A033,520002
AD02334,79-1,Street_64,A034,522001
AD02335,87-8,Street_54,A035,522002
AD02336,176-13,Street_69,A036,522001
AD02337,84-19,Street_3,A037,520001
AD02338,36-5,Street_43,A038,522002
AD02339,98-7,Street_51,A039,520001
AD02340,137-13,Street_25,A040,522002
AD02341,28-11,Street_73,A041,522002
AD02342,164-10,Street_12,A042,520002
AD02343,27-18,Street_23,A043,520001
AD02344,177-20,Street_63,A044,520001
AD02345,48-7,Street_9,A045,522002
AD02346,73-7,Street_30,A046,522001
AD02347,169-17,Street_9,A047,522002
AD02348,15-12,Street_67,A048,520001
AD02349,44-11,Street_53,A049,522002
AD02350,41-4,Street_17,A050,522002
AD02351,123-3,Street_50,A051,520002
AD02352,34-7,Street_40,A052,522002
AD02353,182-16,Street_21,A053,522001
AD02354,151-7,Street_65,A054,522002
AD02355,71-7,Street_1,A055,520002
AD02356,115-3,Street_52,A056,520002
AD02357,135-11,Street_73,A057,522002
AD02358,118-15,Street_74,A058,520001
AD02359,189-3,Street_37,A059,522002
AD02360,89-10,Street_51,A060,520002
AD02361,107-8,Street_23,A061,522002
AD02362,118-13,Street_24,A062,520001
AD02363,101-2,Street_31,A063,520002
AD02364,71-18,Street_38,A064,520001
AD02365,179-7,Street_64,A065,522002
AD02366,196-18,Street_16,A066,522001
AD02367,20-4,Street_65,A067,522001
AD02368,105-15,Street_22,A068,522001
AD02369,54-17,Street_6,A069,522002
AD02370,7-3,Street_60,A070,522002
AD02371,88-13,Street_25,A071,522002
AD02372,10-1,Street_33,A072,520001
AD02373,182-5,Street_42,A073,522002
AD02374,125-15,Street_9,A074,520001
AD02375,141-8,Street_57,A075,520002
AD02376,121-9,Street_21,A076,520002
AD02377,5-20,Street_13,A077,520002
AD02378,76-4,Street_69,A078,522002
AD02379,44-3,Street_2,A079,522001
AD02380,40-15,Street_46,A080,520002
AD02381,56-2,Street_69,A081,520002
AD02382,114-2,Street_67,A082,520001
AD02383,100-10,Street_57,A083,520001
AD02384,154-1,Street_7,A084,522002
AD02385,197-7,Street_32,A085,522001
AD02386,62-7,Street_12,A086,520001
AD02387,108-1,Street_2,A087,522001
AD02388,50-3,Street_29,A088,520001
AD02389,171-6,Street_22,A089,520001
AD02390,107-17,Street_14,A090,522001
AD02391,83-18,Street_25,A091,520002
AD02392,139-13,Street_55,A092,520001
AD02393,60-7,Street_14,A093,522001
AD02394,83-6,Street_2,A094,522002
AD02395,168-11,Street_2,A095,522002
AD02396,55-15,Street_29,A096,520001
AD02397,169-9,Street_80,A097,522001
AD02398,12-3,Street_28,A098,522002
AD02399,78-20,Street_64,A099,520001
AD02400,183-18,Street_73,A100,520002
AD02401,65-4,Street_77,A001,522001
AD02402,162-13,Street_18,A002,522001
AD02403,45-11,Street_62,A003,520001
AD02404,86-1,Street_78,A004,522002
AD02405,98-17,Street_30,A005,520001
AD02406,60-1,Street_79,A006,520001
AD02407,80-8,Street_55,A007,520002
AD02408,159-3,Street_8,A008,520002
AD02409,96-16,Street_38,A009,520002
AD02410,39-13,Street_27,A010,520001
AD02411,61-20,Street_57,A011,522001
AD02412,35-9,Street_41,A012,520001
AD02413,134-14,Street_37,A013,520001
AD02414,59-11,Street_44,A014,520002
AD02415,53-18,Street_7,A015,520002
AD02416,176-8,Street_78,A016,522002
AD02417,134-11,Street_24,A017,522002
AD02418,162-1,Street_9,A018,522002
AD02419,18-7,Street_7,A019,520002
AD02420,53-5,Street_12,A020,520002
AD02421,152-18,Street_27,A021,520002
AD02422,130-3,Street_55,A022,522002
AD02423,80-6,Street_26,A023,520002
AD02424,109-6,Street_78,A024,520002
AD02425,78-10,Street_74,A025,522002
AD02426,163-7,Street_35,A026,522002
AD02427,21-12,Street_51,A027,522002
AD02428,43-16,Street_57,A028,522002
AD02429,130-20,Street_56,A029,520002
AD02430,124-1,Street_49,A030,522002
AD02431,22-10,Street_77,A031,520002
AD02432,142-6,Street_33,A032,522002
AD02433,119-10,Street_59,A033,522001
AD02434,97-18,Street_78,A034,522002
AD02435,19-11,Street_18,A035,522002
AD02436,51-5,Street_25,A036,520001
AD02437,4-17,Street_48,A037,522002
AD02438,104-14,Street_51,A038,522001
AD02439,99-16,Street_40,A039,520001
AD02440,105-2,Street_16,A040,522002
AD02441,145-6,Street_25,A041,522002
AD02442,66-12,Street_66,A042,522002
AD02443,163-12,Street_8,A043,522002
AD02444,109-8,Street_32,A044,522002
AD02445,9-12,Street_4,A045,520002
AD02446,67-20,Street_59,A046,520002
AD02447,66-8,Street_78,A047,520002
AD02448,4-4,Street_12,A048,522002
AD02449,102-19,Street_11,A049,520002
AD02450,109-6,Street_55,A050,522001
AD02451,178-10,Street_65,A051,522002
AD02452,151-10,Street_53,A052,520001
AD02453,28-19,Street_45,A053,520002
AD02454,69-7,Street_51,A054,522001
AD02455,2-6,Street_63,A055,520001
AD02456,25-3,Street_54,A056,522002
AD02457,168-10,Street_56,A057,520002
AD02458,46-12,Street_24,A058,520002
AD02459,51-16,Street_24,A059,520001
AD02460,116-19,Street_28,A060,520002
AD02461,52-2,Street_24,A061,520002
AD02462,67-14,Street_57,A062,520001
AD02463,163-6,Street_11,A063,522001
AD02464,22-13,Street_16,A064,522001
AD02465,17-11,Street_4,A065,520002
AD02466,123-16,Street_13,A066,520001
AD02467,16-9,Street_1,A067,520001
AD02468,25-7,Street_67,A068,520001
AD02469,97-20,Street_67,A069,522001
AD02470,125-16,Street_44,A070,522002
AD02471,87-12,Street_44,A071,522001
AD02472,62-12,Street_52,A072,522002
AD02473,157-2,Street_46,A073,522001
AD02474,26-1,Street_59,A074,522002
AD02475,186-5,Street_4,A075,520001
AD02476,136-9,Street_32,A076,522001
AD02477,116-20,Street_61,A077,522002
AD02478,170-7,Street_1,A078,522001
AD02479,5-12,Street_6,A079,522001
AD02480,174-15,Street_30,A080,522002
AD02481,103-20,Street_11,A081,522001
AD02482,110-16,Street_13,A082,522002
AD02483,76-20,Street_25,A083,520002
AD02484,134-19,Street_65,A084,520001
AD02485,33-16,Street_12,A085,522001
AD02486,173-18,Street_60,A086,520002
AD02487,115-4,Street_62,A087,520002
AD02488,63-7,Street_22,A088,520001
AD02489,28-14,Street_4,A089,520002
AD02490,84-13,Street_36,A090,520002
AD02491,185-9,Street_61,A091,520001
AD02492,171-5,Street_69,A092,522002
AD02493,24-11,Street_29,A093,520001
AD02494,165-11,Street_49,A094,522002
AD02495,168-18,Street_56,A095,520002
AD02496,58-9,Street_15,A096,522001
AD02497,23-4,Street_12,A097,522001
AD02498,190-19,Street_25,A098,520001
AD02499,147-12,Street_17,A099,522001
AD02500,98-19,Street_1,A100,522001
