citizenId,householdId
C04662,HH0462
C04663,HH0463
C04664,HH0464
C04665,HH0465
C04666,HH0466
C04667,HH0467
C04668,HH0468
C04669,HH0469
C04670,HH0470
C04671,HH0471
C04672,HH0472
C04673,HH0473
C04674,HH0474
C04675,HH0475
C04676,HH0476
C04677,HH0477
C04678,HH0478
C04679,HH0479
C04680,HH0480
C04681,HH0481
C04682,HH0482
C04683,HH0483
C04684,HH0484
C04685,HH0485
C04686,HH0486
C04687,HH0487
C04688,HH0488
C04689,HH0489
C04690,HH0490
C04691,HH0491
C04692,HH0492
C04693,HH0493
C04694,HH0494
C04695,HH0495
C04696,HH0496
C04697,HH0497
C04698,HH0498
C04699,HH0499
C04700,HH0500
C04701,HH0501
C04702,HH0502
C04703,HH0503
C04704,HH0504
C04705,HH0505
C04706,HH0506
C04707,HH0507
C04708,HH0508
C04709,HH0509
C04710,HH0510
C04711,HH0511
C04712,HH0512
C04713,HH0513
C04714,HH0514
C04715,HH0515
C04716,HH0516
C04717,HH0517
C04718,HH0518
C04719,HH0519
C04720,HH0520
C04721,HH0521
C04722,HH0522
C04723,HH0523
C04724,HH0524
C04725,HH0525
C04726,HH0526
C04727,HH0527
C04728,HH0528
C04729,HH0529
C04730,HH0530
C04731,HH0531
C04732,HH0532
C04733,HH0533
C04734,HH0534
C04735,HH0535
C04736,HH0536
C04737,HH0537
C04738,HH0538
C04739,HH0539
C04740,HH0540
C04741,HH0541
C04742,HH0542
C04743,HH0543
C04744,HH0544
C04745,HH0545
C04746,HH0546
C04747,HH0547
C04748,HH0548
C04749,HH0549
C04750,HH0550
C04751,HH0551
C04752,HH0552
C04753,HH0553
C04754,HH0554
C04755,HH0555
C04756,HH0556
C04757,HH0557
C04758,HH0558
C04759,HH0559
C04760,HH0560
C04761,HH0561
C04762,HH0562
C04763,HH0563
C04764,HH0564
C04765,HH0565
C04766,HH0566
C04767,HH0567
C04768,HH0568
C04769,HH0569
C04770,HH0570
C04771,HH0571
C04772,HH0572
C04773,HH0573
C04774,HH0574
C04775,HH0575
C04776,HH0576
C04777,HH0577
C04778,HH0578
C04779,HH0579
C04780,HH0580
C04781,HH0581
C04782,HH0582
C04783,HH0583
C04784,HH0584
C04785,HH0585
C04786,HH0586
C04787,HH0587
C04788,HH0588
C04789,HH0589
C04790,HH0590
C04791,HH0591
C04792,HH0592
C04793,HH0593
C04794,HH0594
C04795,HH0595
C04796,HH0596
C04797,HH0597
C04798,HH0598
C04799,HH0599
C04800,HH0600
C04801,HH0601
C04802,HH0602
C04803,HH0603
C04804,HH0604
C04805,HH0605
C04806,HH0606
C04807,HH0607
C04808,HH0608
C04809,HH0609
C04810,HH0610
C04811,HH0611
C04812,HH0612
C04813,HH0613
C04814,HH0614
C04815,HH0615
C04816,HH0616
C04817,HH0617
C04818,HH0618
C04819,HH0619
C04820,HH0620
C04821,HH0621
C04822,HH0622
C04823,HH0623
C04824,HH0624
C04825,HH0625
C04826,HH0626
C04827,HH0627
C04828,HH0628
C04829,HH0629
C04830,HH0630
C04831,HH0631
C04832,HH0632
C04833,HH0633
C04834,HH0634
C04835,HH0635
C04836,HH0636
C04837,HH0637
C04838,HH0638
C04839,HH0639
C04840,HH0640
C04841,HH0641
C04842,HH0642
C04843,HH0643
C04844,HH0644
C04845,HH0645
C04846,HH0646
C04847,HH0647
C04848,HH0648
C04849,HH0649
C04850,HH0650
C04851,HH0651
C04852,HH0652
C04853,HH0653
C04854,HH0654
C04855,HH0655
C04856,HH0656
C04857,HH0657
C04858,HH0658
C04859,HH0659
C04860,HH0660
C04861,HH0661
C04862,HH0662
C04863,HH0663
C04864,HH0664
C04865,HH0665
C04866,HH0666
C04867,HH0667
C04868,HH0668
C04869,HH0669
C04870,HH0670
C04871,HH0671
C04872,HH0672
C04873,HH0673
C04874,HH0674
C04875,HH0675
C04876,HH0676
C04877,HH0677
C04878,HH0678
C04879,HH0679
C04880,HH0680
C04881,HH0681
C04882,HH0682
C04883,HH0683
C04884,HH0684
C04885,HH0685
C04886,HH0686
C04887,HH0687
C04888,HH0688
C04889,HH0689
C04890,HH0690
C04891,HH0691
C04892,HH0692
C04893,HH0693
C04894,HH0694
C04895,HH0695
C04896,HH0696
C04897,HH0697
C04898,HH0698
C04899,HH0699
C04900,HH0700
C04901,HH0701
C04902,HH0702
C04903,HH0703
C04904,HH0704
C04905,HH0705
C04906,HH0706
C04907,HH0707
C04908,HH0708
C04909,HH0709
C04910,HH0710
C04911,HH0711
C04912,HH0712
C04913,HH0713
C04914,HH0714
C04915,HH0715
C04916,HH0716
C04917,HH0717
C04918,HH0718
C04919,HH0719
C04920,HH0720
C04921,HH0721
C04922,HH0722
C04923,HH0723
C04924,HH0724
C04925,HH0725
C04926,HH0726
C04927,HH0727
C04928,HH0728
C04929,HH0729
C04930,HH0730
C04931,HH0731
C04932,HH0732
C04933,HH0733
C04934,HH0734
C04935,HH0735
C04936,HH0736
C04937,HH0737
C04938,HH0738
C04939,HH0739
C04940,HH0740
C04941,HH0741
C04942,HH0742
C04943,HH0743
C04944,HH0744
C04945,HH0745
C04946,HH0746
C04947,HH0747
C04948,HH0748
C04949,HH0749
C04950,HH0750
C04951,HH0751
C04952,HH0752
C04953,HH0753
C04954,HH0754
C04955,HH0755
C04956,HH0756
C04957,HH0757
C04958,HH0758
C04959,HH0759
C04960,HH0760
C04961,HH0761
C04962,HH0762
C04963,HH0763
C04964,HH0764
C04965,HH0765
C04966,HH0766
C04967,HH0767
C04968,HH0768
C04969,HH0769
C04970,HH0770
C04971,HH0771
C04972,HH0772
C04973,HH0773
C04974,HH0774
C04975,HH0775
C04976,HH0776
C04977,HH0777
C04978,HH0778
C04979,HH0779
C04980,HH0780
C04981,HH0781
C04982,HH0782
C04983,HH0783
C04984,HH0784
C04985,HH0785
C04986,HH0786
C04987,HH0787
C04988,HH0788
C04989,HH0789
C04990,HH0790
C04991,HH0791
C04992,HH0792
C04993,HH0793
C04994,HH0794
C04995,HH0795
C04996,HH0796
C04997,HH0797
C04998,HH0798
C04999,HH0799
C05000,HH0800
